fuente_pdf,pagina_aprox,sector,fondo_documental,unidad_productora,fraccion_documental,codigo_serie,serie_documental,tipo_documento,valor_serie,retencion_ag,retencion_ap,retencion_oaa,retencion_total,valoracion_decision,valoracion_destino,valoracion_momento,valoracion_justifica,hash_fila
anexo2_layout.txt,179,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),CTSH,CTSH/02,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,0,6,8,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,e1d7cb29db6deb191d331624dd4c5cb3e5c24e7fe71abb4b38a94e024d5ba14b
anexo2_layout.txt,180,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),OPSA,OPSA/01,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,0,6,8,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,6b1b7f444fddcca4591ea3f1eb1a9acc077db2a79d466bcac4e4ef7bd05ecec7
anexo2_layout.txt,181,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),OPAT,OPAT/01,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,0,6,8,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,e7c2fd98677798eafc2332a1dff32415aacff1cc1660b667262ad8805832e051
anexo2_layout.txt,182,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),ORNO,ORNO/01,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,0,6,8,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,6d75e0e4dbcf7ad2d5711b7a2c8fd17806d1a8d3d5b6c7e58e8e67defe100ad8
anexo2_layout.txt,183,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),ORCS,ORCS/01,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,0,6,8,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,42664837cff61a78b3e886d0c9a1b873ee96dedc50fac82ef1fc8d0cf3e38eb3
anexo2_layout.txt,184,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),ORLI,ORLI/01,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,0,6,8,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,48f85a03364f7a3ee89857ec5c61a5d643101937dc037a7390b0243d5464c373
anexo2_layout.txt,185,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),GESI,GESI/01,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,0,6,8,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,037b83b95fa339dcc2a452747ace661ddfa0ffa85cd1b6a5abec02ecc92ec58e
anexo2_layout.txt,186,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),PAEX,PAEX/01,EXPEDIENTES DE ATENCIONES EXTRAINSTITUCIONALES,EXPEDIENTES DE ATENCIONES EXTRAINSTITUCIONALES,PERMANENTE,5,0,25,30,TRANSFERENCIA,Archivo Central,Conservar en Archivo Central de forma indefinida.,Conservacion permanente segun PCD,99916a7d7d8e6e5e5dc4b47ed50ccca266a35093f9c1d81bab15494d0624fa88
anexo2_layout.txt,186,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),PAEX,PAEX/02,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,0,8,10,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,702ba95eb9db318baeae54351e43cb19b78dcf05702dfabea788aa04b12eae2b
anexo2_layout.txt,187,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),GOHE,GOHE/01,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,0,6,8,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,5d8a64989bfb517715d0faad33b29976d397346f2c80e83bb4ba685e94f7320d
anexo2_layout.txt,188,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),GOEL,GOEL/01,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,0,6,8,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,2ee519e901d21d6ce789c59adfa34ca0889df146940da382b9d7c7242e3aabd4
anexo2_layout.txt,189,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),GOUE,GOUE/01,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,0,6,8,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,8867568ecf8df034113ad318b18ade5ba45c78692f96fb647b525f13d87b1aca
anexo2_layout.txt,190,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),COPS,COPS/01,EXPEDIENTES DE AUDITORIAS DE CASO,EXPEDIENTES DE AUDITORIAS DE CASO,PERMANENTE,5,0,25,30,TRANSFERENCIA,Archivo Central,Conservar en Archivo Central de forma indefinida.,Conservacion permanente segun PCD,f5caa4e17c6039ea45da2c7e4f85e527b4d7bcf12ba8e383c3dd7b44da9d5c68
anexo2_layout.txt,190,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),COPS,COPS/02,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,0,8,10,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,9abbbb08f00e30d58616e8ac3c416e3ed309d1f0a5defc8770e4238dc95c70fe
anexo2_layout.txt,191,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),CONO,CONO/01,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,0,6,8,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,01680fdcc3a45eedcb99fef0a8c5a44e198f411b05d1785e6fe9b80f532fcc04
anexo2_layout.txt,192,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),COCS,COCS/01,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,0,6,8,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,db702ae0fa685df26f6308f869b56da693208503dbb869db12f657ffdca6cb7f
anexo2_layout.txt,193,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),COLA,COLA/01,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,0,6,8,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,10d78092ec228eaeb246aaff752e9830eb4a3414befe8b77c895a9f7dddc677a
anexo2_layout.txt,194,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),COLB,COLB/01,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,0,6,8,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,1502a6ac5f1dd2d7ede92521f66bf39664ef37033cbb9b46fc37865858340949
anexo2_layout.txt,195,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),DGPS,DGPS/01,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,0,6,8,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,f0b337ac884ef43fb4b2c7885f974523546f4abd9723d58448aedc27199404d1
anexo2_layout.txt,196,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),PRTR,PRTR/01,EXPEDIENTES DE PAGOS OPERATIVOS,EXPEDIENTES DE PAGOS OPERATIVOS,TEMPORAL,2,0,8,10,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,033ab505d4abf2a0ee54703ba4e623ee2542a55182fc28c8781d3c406913532a
anexo2_layout.txt,196,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),PRTR,PRTR/02,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,0,6,8,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,37f2bf1aac83376a237e560609b1c66456d0a6e9f53c672d5d5312b834e4d12b
anexo2_layout.txt,197,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),PROC,PROC/01,EXPEDIENTES DE ACREDITACION DE HOSPITALES,EXPEDIENTES DE ACREDITACION DE HOSPITALES,TEMPORAL,2,0,8,10,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,c4a782e15f196c1429c4cde6c9e078274b9bd5e4899cbf9d69c835d17e9881d9
anexo2_layout.txt,197,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),PROC,PROC/02,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,0,6,8,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,0ecc888678def6ea009bf23c0a97683de7ead4d211f475b59998e3a41cb5abcc
anexo2_layout.txt,198,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),CNTR,CNTR/01,ACTAS DE ACUERDOS,ACTAS DE ACUERDOS,TEMPORAL,2,0,13,15,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,0aa62f23626477f6795f7bcc168be73563fc341d75110f5111c682a3854ceab7
anexo2_layout.txt,198,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),CNTR,CNTR/02,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,0,6,8,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,2471d9645caae371d452a8236c4540a869773725cf81be3494b261c7ea2be24e
anexo2_layout.txt,199,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),PESO,PESO/01,RESOLUCIONES,RESOLUCIONES,PERMANENTE,2,3,25,30,TRANSFERENCIA,Archivo Central,Conservar en Archivo Central de forma indefinida.,Conservacion permanente segun PCD,a3f748a441ec2b0cc24f9819ca8f9a3bf3da62594ae16b5547635b9b0d5af460
anexo2_layout.txt,199,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),PESO,PESO/02,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,3,5,10,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,a4c9d693bc5b59e53f17ab9826efdf8e8c3aff222779d8b6cd9c7f9a521f8b9c
anexo2_layout.txt,200,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),APYC,APYC/01,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,3,3,8,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,4580dcbe6087d5f17ec98bd4351605b014791137eaf317409e72068d7832737d
anexo2_layout.txt,201,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),PRSO,PRSO/01,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,0,6,8,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,ba34d4d93b3c80b73aa4f527f229ec3687ed7295262690313ee21fb51d100a94
anexo2_layout.txt,202,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),REHA,REHA/01,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,3,0,7,10,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,1347bf471b7c00774f3e55144961d2528cd8fc35bcdd5a442e87bcffa02b44dd
anexo2_layout.txt,203,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),CERP,CERP/01,HISTORIAS CLINICAS DE REHABILITACION,HISTORIAS CLINICAS DE REHABILITACION,TEMPORAL,5,10,5,20,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,9ebe5bd12d5920512817025391f56be1c6c6bfa68600b14934498657ed7ba993
anexo2_layout.txt,203,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),CERP,CERP/02,LIBROS DE RECLAMACIONES,LIBROS DE RECLAMACIONES,TEMPORAL,2,2,2,6,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,9646a208d8bf572e76542489caa59dd2434c425809207a79e7517a8bdb421b1d
anexo2_layout.txt,203,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),CERP,CERP/03,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,2,2,6,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,8f5f1417b047c04ec6ca0da5831fc54e849377929b407c40e1aca8120315f6c5
anexo2_layout.txt,204,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),MBRE,MBRE/01,HISTORIAS CLINICAS DE REHABILITACION,HISTORIAS CLINICAS DE REHABILITACION,TEMPORAL,5,10,5,20,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,5d6d0497783077d8636434b0547a1b619ba5ab2e3d71c9c9c8e93422d00320bd
anexo2_layout.txt,204,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),MBRE,MBRE/02,LIBROS DE RECLAMACIONES,LIBROS DE RECLAMACIONES,TEMPORAL,2,2,2,6,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,8bca1d67eec12928ee547837ab21a1c6174201b1214f67abd9ea39c228178b53
anexo2_layout.txt,204,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),MBRE,MBRE/03,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,2,2,6,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,026a301737b9c23e72afc4dac0a1cb4b9c2eb280fdadf4b5bacf39a7b3c2adfd
anexo2_layout.txt,205,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),PRAM,PRAM/01,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,0,6,8,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,5bd079dc797935fd77a9b306f5e2c52a7fc148f0801b0f8563f1fb2cfe0e6aa5
anexo2_layout.txt,206,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),CEAM,CEAM/01,LIBROS DE ACTAS DE ASAMBLEAS,LIBROS DE ACTAS DE ASAMBLEAS,TEMPORAL,2,7,1,10,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,e4ce84c4fa89e50158dc4e6d994577045d9b8296034c8c5bfc8b67847c51f6a3
anexo2_layout.txt,206,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),CEAM,CEAM/02,LIBROS DE ACTAS DE COORDINADORES,LIBROS DE ACTAS DE COORDINADORES,TEMPORAL,2,7,1,10,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,079afdc027dff70ea25ccd0175d0361a2a3cc39f7cfc45ef4b9b0abd795e9001
anexo2_layout.txt,206,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),CEAM,CEAM/03,LIBROS DE INGRESOS Y EGRESOS,LIBROS DE INGRESOS Y EGRESOS,TEMPORAL,2,7,1,10,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,f6ae73dcb77316f974f663c5d870ed10b986ddc52a39bdf2024e3204addd5b15
anexo2_layout.txt,206,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),CEAM,CEAM/04,FICHAS INTEGRALES,FICHAS INTEGRALES,TEMPORAL,2,7,1,10,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,e661f2bb5bff365bb84bb4cd5f85a65e5a1be5b067f0507b972f39e024067fdc
anexo2_layout.txt,206,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),CEAM,CEAM/05,PADRONES DE AFILIADOS,PADRONES DE AFILIADOS,TEMPORAL,2,7,1,10,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,0f2f19724277a19c5d2c902ab4919c52cf93901d2da6a7953706040318e2b9c6
anexo2_layout.txt,206,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),CEAM,CEAM/06,LIBROS DE ASISTENCIAS,LIBROS DE ASISTENCIAS,TEMPORAL,2,3,3,8,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,c34b6b658433dd97501d36bc9fe7afc27948ced3b1e6b8046817b4ba4be41bf6
anexo2_layout.txt,206,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),CEAM,CEAM/07,REGISTRO DE PARTICIPACIONES,REGISTRO DE PARTICIPACIONES,TEMPORAL,2,2,2,6,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,e2ff860d69fca5447bcd1100b233d919bbc4281f2934a11be750879e9d97d0f2
anexo2_layout.txt,206,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),CEAM,CEAM/08,LIBROS DE RECLAMACIONES,LIBROS DE RECLAMACIONES,TEMPORAL,2,2,2,6,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,789b18a9865866148d29986461f7e87f7fd5336582a207dd31c4cde4946be00b
anexo2_layout.txt,206,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),CEAM,CEAM/09,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,2,2,6,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,f06716c855ec1af1d0393661016f3674672cc281392edb34731e901213d2bbfc
anexo2_layout.txt,207,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),PREC,PREC/01,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,2,6,10,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,6be3e44b8034be7a0b650e26dc9858105ac07370df95e9df7e625a8ded0381c0
anexo2_layout.txt,208,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),ACEM,ACEM/01,INFORMES DE AUDITORIA,INFORMES DE AUDITORIA,TEMPORAL,2,0,13,15,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,56db7674d3555577f48c8d7140e55a9963e1ac6993b1795b24ed64a548b3c24f
anexo2_layout.txt,208,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),ACEM,ACEM/02,INFORMES DE SUPERVISION MEDICA,INFORMES DE SUPERVISION MEDICA,TEMPORAL,2,0,13,15,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,29a91af7705650ab97e0387410aaa0da156b4ce51e102c3c31e69355162a5609
anexo2_layout.txt,208,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),ACEM,ACEM/03,PAPELES DE TRABAJO,PAPELES DE TRABAJO,TEMPORAL,2,0,8,10,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,bf5bb6d1a5374131882d5c47ddb45584eea24dc96fc296d55a6f1a8876257fbf
anexo2_layout.txt,208,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),ACEM,ACEM/04,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,0,6,10,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,f34d90a531f0d4b2e6aecdf6e5fa206a1be2fd04d3e30e4d0e014371d0311442
anexo2_layout.txt,209,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),NOCO,NOCO/01,RESOLUCIONES,RESOLUCIONES,PERMANENTE,2,0,28,30,TRANSFERENCIA,Archivo Central,Conservar en Archivo Central de forma indefinida.,Conservacion permanente segun PCD,e5e49d9bc39e752fc12b3d9f085e397eb6f8403677edefbd5f0da6b4d6433994
anexo2_layout.txt,209,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),NOCO,NOCO/02,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,0,6,8,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,c0c1b321a14aa9155ca1cb8bae9ba94d6fbecd23c4e0848f5474efee09954dc1
anexo2_layout.txt,210,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),UPRE,UPRE/01,RESOLUCIONES,RESOLUCIONES,PERMANENTE,2,3,25,30,TRANSFERENCIA,Archivo Central,Conservar en Archivo Central de forma indefinida.,Conservacion permanente segun PCD,5bc8fa6016bf0567f6eb66f5ca7696cde863dc82c62969f3359623714157651d
